PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN10.AR01;When suspicious API requests are detected, real time alerts MUST be generated to notify security personnel.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:ap-south-1:735291151388:log-group;735291151388;cloudwatch_log_metric_filter_sign_in_without_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:ap-south-1:735291151388:log-group;735291151388;cloudwatch_log_metric_filter_unauthorized_api_calls;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN10.AR01;When suspicious API requests are detected, real time alerts MUST be generated to notify security personnel.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:ap-south-1:735291151388:log-group;735291151388;cloudwatch_log_metric_filter_unauthorized_api_calls;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN10.AR02;When suspicious API requests are detected, the associated events MUST be logged, including the source details, time, and nature of the activity.;Logging and Monitoring;Controls that collect, alert, and retain IAM-related events.;CCC.IAM.CN10 Alert On Anomalous Behaviour;;Ensure that logs and associated alerts are generated when anomalous API requests are made by a single identity, such as API requests commonly associated with privilege escalation tactics, originating from an external or malicious IP address or performed by a previously dormant identity, which may indicate that credentals may be compromised, as well as for password brute-force attempts and account lockouts.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-06', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'SI-5', 'AC-2']}];FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:ap-south-1:735291151388:log-group;735291151388;cloudwatch_log_metric_filter_unauthorized_api_calls;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;AWS Config recorder 735291151388 is disabled.;arn:aws:config:ap-south-1:735291151388:recorder;735291151388;config_recorder_all_regions_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN02.AR01;When data is stored, it MUST be encrypted using the latest industry-standard encryption methods.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN02 Encrypt Data for Storage;;Ensure that all data stored is encrypted at rest using strong encryption algorithms.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'UEM-08', 'DSP-17']}];FAIL;EBS Default Encryption is not activated.;arn:aws:ec2:ap-south-1:735291151388:volume;735291151388;ec2_ebs_default_encryption;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN02.AR01;When data is stored, it MUST be encrypted using the latest industry-standard encryption methods.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN02 Encrypt Data for Storage;;Ensure that all data stored is encrypted at rest using strong encryption algorithms.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'UEM-08', 'DSP-17']}];FAIL;EBS Snapshot vol-022955d77ae658dd5 is unencrypted.;arn:aws:ec2:ap-south-1:735291151388:volume/vol-022955d77ae658dd5;vol-022955d77ae658dd5;ec2_ebs_volume_encryption;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];FAIL;Instance i-0c7395c282641f31e has SSH exposed to 0.0.0.0/0 on public IP address 13.207.69.17 in public subnet subnet-014929246c544396c.;arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e;i-0c7395c282641f31e;ec2_instance_port_ssh_exposed_to_internet;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR05;When any request is made from outside the trust perimeter, the service MUST NOT provide any response that may indicate the service exists.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Network ACL acl-055a0136ea4bc4585 has every port open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-055a0136ea4bc4585;acl-055a0136ea4bc4585;ec2_networkacl_allow_ingress_any_port;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR05;When any request is made from outside the trust perimeter, the service MUST NOT provide any response that may indicate the service exists.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Network ACL acl-0db7c7715aa3918aa has every port open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-0db7c7715aa3918aa;acl-0db7c7715aa3918aa;ec2_networkacl_allow_ingress_any_port;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];FAIL;Network ACL acl-055a0136ea4bc4585 has SSH port 22 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-055a0136ea4bc4585;acl-055a0136ea4bc4585;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];FAIL;Network ACL acl-0db7c7715aa3918aa has SSH port 22 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-0db7c7715aa3918aa;acl-0db7c7715aa3918aa;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR01;When an attempt is made to modify data on the service or a child resource, the service MUST block requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR05;When any request is made from outside the trust perimeter, the service MUST NOT provide any response that may indicate the service exists.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR01;When an attempt is made to modify data on the service or a child resource, the service MUST block requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR05;When any request is made from outside the trust perimeter, the service MUST NOT provide any response that may indicate the service exists.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];FAIL;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) has SSH port 22 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR02;When a port is exposed for SSH network traffic, all traffic MUST include a SSH handshake AND be encrypted using SSHv2 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Any time port 22 is exposed, ensure that it has a properly implemented SSH server with SSHv2 enabled and configured with strong ciphers.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have SSH port 22 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR03;When the service receives unencrypted traffic, then it MUST either block the request or automatically redirect it to the secure equivalent.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-green', 'tlp-amber', 'tlp-red'];Review firewall, load balancer, and application configurations to ensure insecure protocols such as HTTP, FTP, and Telnet are not exposed. Where possible, implement automatic redirection to secure protocols such as HTTPS, SFTP, SSH, and regularly scan for protocol drift.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) does not have FTP ports 20 and 21 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_ftp_20_21;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR03;When the service receives unencrypted traffic, then it MUST either block the request or automatically redirect it to the secure equivalent.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-green', 'tlp-amber', 'tlp-red'];Review firewall, load balancer, and application configurations to ensure insecure protocols such as HTTP, FTP, and Telnet are not exposed. Where possible, implement automatic redirection to secure protocols such as HTTPS, SFTP, SSH, and regularly scan for protocol drift.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have FTP ports 20 and 21 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_ftp_20_21;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR03;When the service receives unencrypted traffic, then it MUST either block the request or automatically redirect it to the secure equivalent.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-green', 'tlp-amber', 'tlp-red'];Review firewall, load balancer, and application configurations to ensure insecure protocols such as HTTP, FTP, and Telnet are not exposed. Where possible, implement automatic redirection to secure protocols such as HTTPS, SFTP, SSH, and regularly scan for protocol drift.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) does not have Telnet port 23 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN01.AR03;When the service receives unencrypted traffic, then it MUST either block the request or automatically redirect it to the secure equivalent.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-green', 'tlp-amber', 'tlp-red'];Review firewall, load balancer, and application configurations to ensure insecure protocols such as HTTP, FTP, and Telnet are not exposed. Where possible, implement automatic redirection to secure protocols such as HTTPS, SFTP, SSH, and regularly scan for protocol drift.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have Telnet port 23 open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23;False
